2020-01-01,12236,23911
2020-01-02,25598,23900
2020-01-03,17500,23122
2020-01-04,17066,8232
2020-01-05,16688,16165
2020-01-06,24745,19895
2020-01-07,26034,18405
2020-01-08,23916,24363
2020-01-09,21977,19437
2020-01-10,28562,16130
2020-01-11,32162,11455
2020-01-12,28237,10062
2020-01-13,29257,17609
2020-01-14,24382,20396
2020-01-15,32732,21226
2020-01-16,25783,19483
2020-01-17,19495,14360
2020-01-18,9668,10921
2020-01-19,14440,5988
2020-01-20,14859,4729
2020-01-21,20878,12148
2020-01-22,24371,20328
2020-01-23,27879,9564
2020-01-24,29123,19378
2020-01-25,11965,11935
2020-01-26,20918,15162
2020-01-27,27555,19451
2020-01-28,28029,14072
2020-01-29,27409,10289
2020-01-30,25170,7025
2020-01-31,26936,10220
2020-02-01,19141,10180
2020-02-02,17561,16259
2020-02-03,31796,28150
2020-02-04,26404,32987
2020-02-05,27663,20938
2020-02-06,16383,22052
2020-02-07,17716,17018
2020-02-08,19121,11339
2020-02-09,19385,11767
2020-02-10,15481,20469
2020-02-11,18692,6820
2020-02-12,28526,14775
2020-02-13,19453,21077
2020-02-14,21262,23878
2020-02-15,12961,16171
2020-02-16,17308,12500
2020-02-17,24035,12241
2020-02-18,23192,17931
2020-02-19,29560,8622
2020-02-20,24442,17261
2020-02-21,21320,21427
2020-02-22,22807,15998
2020-02-23,27070,10705
2020-02-24,34441,15913
2020-02-25,21526,18591
2020-02-26,24093,16776
2020-02-27,23864,17974
2020-02-28,23899,13083
2020-02-29,17497,7773
2020-03-01,19094,10833
2020-03-02,35517,9319
2020-03-03,28194,15495
2020-03-04,37008,13912
2020-03-05,36982,15194
2020-03-06,21718,17339
2020-03-07,23706,19365
2020-03-08,29003,8507
2020-03-09,49749,28639
2020-03-10,43390,25322
2020-03-11,45482,25510
2020-03-12,39363,30256
2020-03-13,30129,24988
2020-03-14,33068,21520
2020-03-15,28462,16944
2020-03-16,27046,25288
2020-03-17,20909,28576
2020-03-18,29408,30540
2020-03-19,18898,10010
2020-03-20,27614,14146
2020-03-21,28289,17045
2020-03-22,18085,27187
2020-03-23,5417,30210
2020-03-24,22339,29187
2020-03-25,11810,29005
2020-03-26,23584,30755
2020-03-27,25925,30607
2020-03-28,8769,36463
2020-03-29,9119,15098
2020-03-30,14894,26559
2020-03-31,14472,31186
2020-04-01,20241,37650
2020-04-02,18262,36907
2020-04-03,10505,15573
2020-04-04,27074,36146
2020-04-05,23423,34610
2020-04-06,24590,41909
2020-04-07,22307,30356
2020-04-08,18669,40788
2020-04-09,11882,32930
2020-04-10,13958,28884
2020-04-11,29059,37857
2020-04-12,27415,30714
2020-04-13,6210,25536
2020-04-14,23694,40677
2020-04-15,19506,40407
2020-04-16,18598,32104
2020-04-17,17188,32630
2020-04-18,13064,16174
2020-04-19,43398,30216
2020-04-20,19794,24073
2020-04-21,14498,50534
2020-04-22,21618,49927
2020-04-23,17062,39051
2020-04-24,11011,15195
2020-04-25,55100,29883
2020-04-26,8906,19742
2020-04-27,15213,38778
2020-04-28,38119,34860
2020-04-29,19250,34128
2020-04-30,11535,37020
2020-05-01,19678,32540
2020-05-02,62646,29262
2020-05-03,49937,14232
2020-05-04,27976,45715
2020-05-05,30243,45106
2020-05-06,16180,40679
2020-05-07,39531,33165
2020-05-08,16093,28723
2020-05-09,22196,34392
2020-05-10,45162,5986
2020-05-11,19340,9506
2020-05-12,31704,18112
2020-05-13,33017,37819
2020-05-14,33154,40573
2020-05-15,38136,35184
2020-05-16,60267,37117
2020-05-17,46182,31848
2020-05-18,29592,39036
2020-05-19,31457,41537
2020-05-20,35475,43139
2020-05-21,37788,21665
2020-05-22,37764,38988
2020-05-23,15451,30833
2020-05-24,56319,25930
2020-05-25,50090,33859
2020-05-26,40452,25450
2020-05-27,42720,25561
2020-05-28,34164,22815
2020-05-29,38732,43449
2020-05-30,60587,36347
2020-05-31,57127,29145
2020-06-01,38351,42594
2020-06-02,40822,46038
2020-06-03,28040,34319
2020-06-04,40460,42381
2020-06-05,26441,42038
2020-06-06,52679,39271
2020-06-07,57956,36219
2020-06-08,44785,13473
2020-06-09,46195,35782
2020-06-10,48535,41954
2020-06-11,30675,17838
2020-06-12,53544,42258
2020-06-13,65311,38700
2020-06-14,56645,26026
2020-06-15,42216,32599
2020-06-16,48613,15761
2020-06-17,47732,24900
2020-06-18,45618,23549
2020-06-19,58443,28088
2020-06-20,61018,40284
2020-06-21,49605,37887
2020-06-22,43245,42972
2020-06-23,48229,29975
2020-06-24,49035,46197
2020-06-25,51181,45503
2020-06-26,54009,46152
2020-06-27,40369,40333
2020-06-28,50391,37932
2020-06-29,45835,46521
2020-06-30,45429,44546
2020-07-01,42197,38563
2020-07-02,52773,25615
2020-07-03,39195,40355
2020-07-04,50394,37288
2020-07-05,41544,52037
2020-07-06,33754,39622
2020-07-07,45080,56256
2020-07-08,43473,60650
2020-07-09,53472,44028
2020-07-10,17805,57432
2020-07-11,41887,53062
2020-07-12,55230,54327
2020-07-13,46251,68526
2020-07-14,53031,70886
2020-07-15,54907,64023
2020-07-16,54582,49467
2020-07-17,45340,46501
2020-07-18,55547,29851
2020-07-19,42328,40034
2020-07-20,39327,36255
2020-07-21,49598,29226
2020-07-22,39686,56449
2020-07-23,42871,53254
2020-07-24,40347,48075
2020-07-25,60641,45352
2020-07-26,45319,35962
2020-07-27,42318,45488
2020-07-28,46340,47544
2020-07-29,51898,35455
2020-07-30,49334,52112
2020-07-31,42185,47517
2020-08-01,60575,40278
2020-08-02,40284,35575
2020-08-03,46029,49373
2020-08-04,24633,48867
2020-08-05,55264,27324
2020-08-06,52088,47870
2020-08-07,38338,47788
2020-08-08,58850,46200
2020-08-09,52338,41158
2020-08-10,46191,47569
2020-08-11,50708,37666
2020-08-12,43087,40260
2020-08-13,38740,52553
2020-08-14,54543,45439
2020-08-15,60594,43735
2020-08-16,21430,31395
2020-08-17,46580,41822
2020-08-18,54479,47929
2020-08-19,43981,38239
2020-08-20,57886,41593
2020-08-21,54733,32773
2020-08-22,55166,39399
2020-08-23,50662,37303
2020-08-24,46284,46343
2020-08-25,46785,49863
2020-08-26,57665,35269
2020-08-27,43240,48852
2020-08-28,49640,43360
2020-08-29,36327,35669
2020-08-30,60091,35029
2020-08-31,48660,17909
2020-09-01,48127,50733
2020-09-02,42913,46418
2020-09-03,47927,52045
2020-09-04,54986,28739
2020-09-05,57540,40521
2020-09-06,50339,46313
2020-09-07,50314,49121
2020-09-08,52872,49056
2020-09-09,55719,52591
2020-09-10,28163,36018
2020-09-11,60010,47453
2020-09-12,66489,38229
2020-09-13,51758,41357
2020-09-14,51816,45237
2020-09-15,54348,53536
2020-09-16,56507,51285
2020-09-17,56518,49591
2020-09-18,55384,47738
2020-09-19,55849,43991
2020-09-20,48878,39337
2020-09-21,46707,47080
2020-09-22,53461,51984
2020-09-23,59585,52151
2020-09-24,56927,45232
2020-09-25,58279,47375
2020-09-26,60693,40285
2020-09-27,52027,38019
2020-09-28,47816,43049
2020-09-29,35420,48692
2020-09-30,49651,39110
2020-10-01,57674,16476
2020-10-02,47298,37823
2020-10-03,59341,30401
2020-10-04,48858,27474
2020-10-05,47675,33276
2020-10-06,54710,34926
2020-10-07,52051,20146
2020-10-08,53600,34447
2020-10-09,53655,33092
2020-10-10,58686,30246
2020-10-11,44745,27812
