2020-07-12,1671,2169.06,1244,1125.03
2020-07-13,1303,1385.91,1576,1104.94
2020-07-14,1362,1698.22,1740,552.74
2020-07-15,1379,2116.24,1438,587.86
2020-07-16,1491,1390.41,1242,539.12
2020-07-17,1310,1468.42,1669,850.09
2020-07-18,1525,1797.43,942,1097.68
2020-07-19,1273,1750.31,962,901.13
2020-07-20,1074,1658.33,1182,592.93
2020-07-21,1311,1848.19,1352,845.82
2020-07-22,793,1267.73,1703,629.84
2020-07-23,1147,1287.1,1758,667.36
2020-07-24,1189,1319.0,1687,1072.6
2020-07-25,1683,1834.94,1341,1078.64
2020-07-26,1305,1997.35,1195,981.53
2020-07-27,1167,1414.77,1605,667.57
2020-07-28,1277,1968.11,1672,536.73
2020-07-29,1326,1623.07,1463,638.89
2020-07-30,1186,1399.0,1823,496.56
2020-07-31,1259,1252.36,1789,667.25
2020-08-01,1831,1928.79,1459,933.84
2020-08-02,1532,3042.75,1200,1063.05
2020-08-03,1254,1779.95,1725,581.24
2020-08-04,855,1768.3,1753,1643.97
2020-08-05,1455,1383.35,1195,468.47
2020-08-06,1377,1430.37,1725,765.8
2020-08-07,994,1483.74,1681,581.62
2020-08-08,1783,1688.75,1455,871.0
2020-08-09,1536,1779.05,1343,1095.93
2020-08-10,1297,1576.43,1729,589.76
2020-08-11,1376,1599.37,1617,522.4
2020-08-12,1375,1579.9,1705,1036.29
2020-08-13,1199,1605.37,1762,698.93
2020-08-14,1621,1589.67,1821,548.74
2020-08-15,2002,2760.55,1299,1013.73
2020-08-16,827,1741.12,1095,1153.16
2020-08-17,1268,1475.63,1565,520.52
2020-08-18,1431,1336.32,1784,552.28
2020-08-19,1270,1710.12,1617,520.19
2020-08-20,1319,1353.75,1616,498.47
2020-08-21,1529,1985.47,1459,611.64
2020-08-22,1689,1429.98,1483,1157.05
2020-08-23,1571,2087.48,1361,1150.71
2020-08-24,1258,1375.88,1606,534.06
2020-08-25,1205,1379.23,1702,534.76
2020-08-26,1566,1758.77,1593,567.39
2020-08-27,1115,1232.8,1818,755.07
2020-08-28,1236,1192.02,1696,1441.83
2020-08-29,1544,1552.73,1235,1103.5
2020-08-30,1709,2118.95,1177,1478.77
2020-08-31,1243,1271.63,744,1218.57
2020-09-01,1224,2875.41,1781,592.21
2020-09-02,1147,1151.87,1897,545.51
2020-09-03,1186,1063.85,1857,638.4
2020-09-04,1500,1526.34,1240,1345.18
2020-09-05,1759,6006.76,1588,1064.54
2020-09-06,1679,1893.38,1224,1091.92
2020-09-07,1516,2258.89,1755,1206.69
2020-09-08,1374,3385.53,1741,521.79
2020-09-09,1361,1080.25,1914,630.99
2020-09-10,880,859.82,1474,517.77
2020-09-11,1592,1269.8,1834,1358.76
2020-09-12,1941,1533.87,1425,943.43
2020-09-13,1548,1687.98,1471,1263.43
2020-09-14,1252,1065.93,1694,633.97
2020-09-15,1186,903.55,1822,512.8
2020-09-16,1272,1018.78,1813,532.13
2020-09-17,1402,1081.23,1851,573.7
2020-09-18,1488,1130.9,1806,782.2
2020-09-19,1544,1564.71,1903,1365.39
2020-09-20,1325,2614.5,1351,1310.2
2020-09-21,1065,1132.88,1765,502.27
2020-09-22,1120,1055.2,1918,486.15
2020-09-23,1155,1336.28,1890,537.74
2020-09-24,1205,910.49,1832,521.8
2020-09-25,1362,1937.3,1925,702.79
2020-09-26,1701,1398.21,1484,913.0
2020-09-27,1426,2179.83,1418,1036.68
2020-09-28,1170,1142.62,1650,509.33
2020-09-29,793,894.27,1819,482.61
2020-09-30,1209,947.44,1695,513.73
2020-10-01,2332,1482.4,994,445.07
2020-10-02,2216,1005.22,1650,570.47
2020-10-03,2796,1394.04,1289,856.36
2020-10-04,2544,1414.42,1117,816.71
2020-10-05,2072,842.07,1523,475.67
2020-10-06,2586,1015.04,1620,508.24
2020-10-07,2080,858.85,1248,469.72
2020-10-08,2188,788.51,1735,477.46
2020-10-09,2350,951.78,1673,485.56
2020-10-10,2735,2018.52,1251,936.07
2020-10-11,2017,1670.27,1149,956.11
2020-10-12,468,709.1,1495,573.08
2020-10-13,1014,701.44,1746,485.79
2020-10-14,1186,1288.34,987,557.68
2020-10-15,1192,2279.77,1420,428.96
2020-10-16,413,759.97,1586,595.79
2020-10-17,1263,2242.79,1063,988.07
2020-10-18,1057,1480.19,532,718.75
2020-10-19,950,796.77,1605,485.1
2020-10-20,986,803.76,1269,451.72
2020-10-21,1004,886.43,1565,488.84
2020-10-22,1051,782.68,1654,500.82
2020-10-23,1101,821.79,1679,482.23
2020-10-24,1351,1303.67,1142,880.23
2020-10-25,820,1469.55,490,587.0
2020-10-26,632,1425.87,1574,453.28
2020-10-27,943,856.37,1150,453.27
2020-10-28,725,706.53,1484,449.5
2020-10-29,239,574.88,1049,636.3
