2019-12-28,2938651,3082870
2019-12-29,2676476,4106314
2019-12-30,4444717,5373097
2019-12-31,4348784,2328371
2020-01-01,2580234,5238302
2020-01-02,5136600,5527796
2020-01-03,5120258,5475224
2020-01-04,2600329,2411846
2020-01-05,2396871,2338677
2020-01-06,5379475,5371932
2020-01-07,5464527,5531731
2020-01-08,5713331,5692565
2020-01-09,5845680,5661621
2020-01-10,5629297,5515966
2020-01-11,2782140,2551929
2020-01-12,2428858,5873950
2020-01-13,5386183,5374261
2020-01-14,5609839,5633082
2020-01-15,5725078,6146828
2020-01-16,5819776,5946923
2020-01-17,5727712,5430834
2020-01-18,2379889,2536428
2020-01-19,2347313,1963936
2020-01-20,3256390,2859130
2020-01-21,5438418,6151864
2020-01-22,5609591,5919697
2020-01-23,6005593,5584683
2020-01-24,5494674,5640998
2020-01-25,2354008,2680236
2020-01-26,2431548,2356414
2020-01-27,5392174,5464113
2020-01-28,5773305,6670646
2020-01-29,6260425,5932166
2020-01-30,5803733,5081514
2020-01-31,5516620,5726052
2020-02-01,2607225,2791334
2020-02-02,2314354,2303027
2020-02-03,5518554,5681193
2020-02-04,5728260,6108870
2020-02-05,5818978,5944635
2020-02-06,5885193,5537847
2020-02-07,5632952,5811106
2020-02-08,2720643,3920650
2020-02-09,2946991,2340681
2020-02-10,5470473,5880705
2020-02-11,5707265,5547093
2020-02-12,5746484,6025656
2020-02-13,5798316,5994179
2020-02-14,5619410,5773162
2020-02-15,2527510,2738637
2020-02-16,2414968,2636572
2020-02-17,3241044,3156695
2020-02-18,5282330,5712355
2020-02-19,5498884,6143551
2020-02-20,5332199,6017853
2020-02-21,5281049,6070089
2020-02-22,2668795,2683444
2020-02-23,2373826,2400293
2020-02-24,5483118,5583944
2020-02-25,5700694,5877616
2020-02-26,5737614,6143551
2020-02-27,5843247,6017853
2020-02-28,5606217,5734121
2020-02-29,3082068,3286628
2020-03-01,2295977,2400293
2020-03-02,5411090,4449907
2020-03-03,5616179,5932869
2020-03-04,5546138,6261445
2020-03-05,5668892,5964633
2020-03-06,5959613,5697265
2020-03-07,2563631,2901706
2020-03-08,2093701,2164013
2020-03-09,4989237,5639104
2020-03-10,5072720,5988122
2020-03-11,4893865,6135339
2020-03-12,4395548,6041526
2020-03-13,4195740,5697265
2020-03-14,1484072,2867723
2020-03-15,1233167,2400293
2020-03-16,2293101,5523170
2020-03-17,2397780,5859589
2020-03-18,1693799,5978977
2020-03-19,1521876,6017853
2020-03-20,1356471,5660408
2020-03-21,576017,2884715
2020-03-22,446886,2400293
2020-03-23,1408992,5581137
2020-03-24,852418,5923856
2020-03-25,783246,6057158
2020-03-26,1022775,6298276
2020-03-27,1290782,5697265
2020-03-28,309282,3030373
2020-03-29,282601,2507676
2020-03-30,562329,5651748
2020-03-31,1067735,5923856
2020-04-01,578356,6121022
2020-04-02,514302,6151593
2020-04-03,511399,5898109
2020-04-04,432029,2940302
2020-04-05,244679,2763961
2020-04-06,461045,6616286
2020-04-07,459688,6016884
2020-04-08,452473,6076890
2020-04-09,429835,6393388
2020-04-10,425620,5891050
2020-04-11,238718,2931739
2020-04-12,216594,2711279
2020-04-13,376693,5656156
2020-04-14,453493,6711233
2020-04-15,786984,6179382
2020-04-16,447191,6078502
2020-04-17,460648,5016597
2020-04-18,238667,2529442
2020-04-19,337873,2543613
2020-04-20,456859,5098861
2020-04-21,490448,5623962
2020-04-22,486749,5655701
2020-04-23,518429,5728748
2020-04-24,585511,5307171
2020-04-25,353665,3273119
2020-04-26,354636,3406639
2020-04-27,593639,6054801
2020-04-28,627025,6406022
2020-04-29,618784,6066956
2020-04-30,604853,6559128
2020-05-01,593565,5940777
2020-05-02,307122,2866675
2020-05-03,282063,2580417
2020-05-04,537152,5890040
2020-05-05,549526,6613421
2020-05-06,539581,6078903
2020-05-07,559896,6271678
2020-05-08,557057,5804985
2020-05-09,293959,2872839
2020-05-10,289935,2375849
2020-05-11,542556,5750732
2020-05-12,579078,6006055
2020-05-13,784643,7201475
2020-05-14,636005,6389261
2020-05-15,614793,6261387
2020-05-16,333932,3021033
2020-05-17,345946,2862137
2020-05-18,615389,5712578
2020-05-19,640385,5992489
2020-05-20,651930,5980164
2020-05-21,658685,5804530
2020-05-22,663490,6199310
2020-05-23,894787,2684961
2020-05-24,335030,2742128
2020-05-25,410515,2702336
2020-05-26,730595,5921824
2020-05-27,704593,5977009
2020-05-28,687446,5971681
2020-05-29,679076,5867595
2020-05-30,387815,2786937
2020-05-31,706912,2740283
2020-06-01,1501184,5649643
2020-06-02,738606,5722542
2020-06-03,811826,6026310
2020-06-04,755025,5914331
2020-06-05,730466,6434089
2020-06-06,438410,2862596
2020-06-07,387613,2807350
2020-06-08,817252,5437715
2020-06-09,942855,5853556
2020-06-10,1273226,6143192
2020-06-11,886533,6829820
2020-06-12,953874,5866004
2020-06-13,149059,2821283
2020-06-14,140455,2568105
2020-06-15,268295,5571801
2020-06-16,278793,5861447
2020-06-17,286982,5957320
2020-06-18,281663,5926592
2020-06-19,307467,5750826
2020-06-20,520425,2888638
2020-06-21,727399,2846638
2020-06-22,1052598,5581673
2020-06-23,1067552,5775365
2020-06-24,1088959,6067226
2020-06-25,1101660,5895544
2020-06-26,1113532,5706051
2020-06-27,550101,3256962
2020-06-28,552210,3185526
2020-06-29,1110283,5458085
2020-06-30,1177376,5576597
2020-07-01,1141425,5488145
2020-07-02,1178525,3361484
2020-07-03,881894,4200301
2020-07-04,754688,2302214
2020-07-05,554484,2475853
2020-07-06,1103525,5300671
2020-07-07,1168306,5691036
2020-07-08,1227218,5868024
2020-07-09,1219196,5835657
2020-07-10,1070679,5531776
2020-07-11,617497,2731751
2020-07-12,622797,2578736
2020-07-13,1278722,5441536
2020-07-14,1288482,5798740
2020-07-15,1315152,5797751
2020-07-16,1258204,5637973
2020-07-17,1214306,5406581
2020-07-18,676928,2325067
2020-07-19,601673,2348413
2020-07-20,1159818,5270334
2020-07-21,1240119,5445156
2020-07-22,1295567,5787888
2020-07-23,1267827,6775378
2020-07-24,1237907,5530844
2020-07-25,1188929,2698639
2020-07-26,618556,2775696
2020-07-27,1221802,5308054
2020-07-28,1285989,5627459
2020-07-29,1292031,5662019
2020-07-30,1499558,6060692
2020-07-31,1284703,5875527
2020-08-01,728596,3040750
2020-08-02,609749,2647716
2020-08-03,1303816,5317947
2020-08-04,1044500,5573788
2020-08-05,1359086,5607694
2020-08-06,1712425,5601227
2020-08-07,1288566,5408142
2020-08-08,720528,2754501
2020-08-09,719872,2689120
2020-08-10,1672785,5289073
2020-08-11,1312528,5409510
2020-08-12,1298728,5471142
2020-08-13,1286768,6126954
2020-08-14,1332474,5264001
2020-08-15,744186,2690525
2020-08-16,1271930,3023072
2020-08-17,1284776,4971270
2020-08-18,1388213,5786176
2020-08-19,1279608,6165285
2020-08-20,1388207,5302034
2020-08-21,1621278,5045794
2020-08-22,1082606,3488113
2020-08-23,675419,2545218
2020-08-24,1483556,5029782
2020-08-25,1400331,5437461
2020-08-26,1388488,5479713
2020-08-27,1363216,5528832
2020-08-28,1357225,5109696
