2019-12-30,4197229,3454194,5373097
2019-01-01,2326253,1980678,2328371
2019-12-31,4073177,3359290,2328371
2019-01-02,4874104,3721290,5238302
2019-01-03,5313423,4062817,5527796
2019-01-04,5286626,4056297,5475224
2019-01-05,2866267,2397058,2411846
2019-01-06,2354612,1975723,2338677
2019-01-07,5009087,3771638,5371932
2019-01-08,5309478,4016083,5531731
2019-01-09,5456331,4138757,5692565
2019-01-10,5463690,4148776,5661621
2019-01-11,5353275,4074689,5515966
2019-01-12,2995079,2467806,2551929
2019-01-13,2267989,1890146,5873950
2019-01-14,4995237,3744522,5374261
2019-01-15,5399402,4092043,5633082
2019-01-16,5497823,4178434,6146828
2019-01-17,5530695,4214017,5946923
2019-01-18,5272348,4035554,5430834
2019-01-19,2964492,2439956,2536428
2019-01-20,2052149,1737499,1963936
2019-01-21,2506921,2036713,2859130
2019-01-22,4880020,3689037,6151864
2019-01-23,5361572,4063865,5919697
2019-01-24,5229445,3999288,5584683
2019-01-25,5380718,4109499,5640998
2019-01-26,3179064,2602508,2680236
2019-01-27,2401487,1984415,2356414
2019-01-28,5072716,3809770,5464113
2019-01-29,5548085,4213627,6670646
2019-01-30,5494088,4187788,5932166
2019-01-31,4915729,3775230,5081514
2019-02-01,5246429,4007775,5726052
2019-02-02,3031995,2500181,2791334
2019-02-03,2346226,1968954,2303027
2019-02-04,5193503,3878701,5681193
2019-02-05,5347315,4132485,6108870
2019-02-06,5738076,4372678,5944635
2019-02-07,5714167,4346913,5537847
2019-02-08,5649411,4309854,5811106
2019-02-09,3198929,2648659,3920650
2019-02-10,2387639,2007447,2340681
2019-02-11,5210783,3903716,5880705
2019-02-12,5070288,3898371,5547093
2019-02-13,5599227,4235865,6025656
2019-02-14,5809194,4393248,5994179
2019-02-15,5489728,4199565,5773162
2019-02-16,3213802,2630584,2738637
2019-02-17,2513851,2093922,2636572
2019-02-18,3053702,2407876,3156695
2019-02-19,5065442,3878596,5712355
2019-02-20,5169504,3977474,6143551
2019-02-21,5308104,4056216,6017853
2019-02-22,5340358,4123977,6070089
2019-02-23,3146820,2585521,2683444
2019-02-24,2268503,1894028,2400293
2019-02-25,5129256,3849849,5583944
2019-02-26,5603065,4267908,5877616
2019-02-27,5637508,4274855,6143551
2019-02-28,5730729,4351763,6017853
2019-03-01,5584409,4254418,5734121
2019-03-02,3068126,2547411,3286628
2019-03-03,2465006,2060477,2400293
2019-03-04,4134253,3202303,4449907
2019-03-05,5602595,4240691,5932869
2019-03-06,5779257,4383853,6261445
2019-03-07,5785275,4380939,5964633
2019-03-08,5721528,4376748,5697265
2019-03-09,3380387,2799319,2901706
2019-03-10,2442969,2073684,2164013
2019-03-11,5425572,4097006,5639104
2019-03-12,5789747,4402880,5988122
2019-03-13,5848857,4459590,6135339
2019-03-14,5836142,4454226,6041526
2019-03-15,5700764,4389880,5697265
2019-03-16,3369972,2779731,2867723
2019-03-17,2612960,2183177,2400293
2019-03-18,5312197,4034884,5523170
2019-03-19,5651495,4313414,5859589
2019-03-20,5757966,4391341,5978977
2019-03-21,5637675,4327594,6017853
2019-03-22,5493558,4233373,5660408
2019-03-23,3223544,2652853,2884715
2019-03-24,2572322,2141121,2400293
2019-03-25,5333504,4073626,5581137
2019-03-26,5699661,4351434,5923856
2019-03-27,5780624,4433574,6057158
2019-03-28,5843614,4454325,6298276
2019-03-29,5654146,4352838,5697265
2019-03-30,3402233,2788905,3030373
2019-03-31,2477103,2092523,2507676
2019-04-01,5429148,4117684,5651748
2019-04-02,5796527,4414238,5923856
2019-04-03,5908254,4495337,6121022
2019-04-04,5922747,4524090,6151593
2019-04-05,5722309,4399101,5898109
2019-04-06,3505380,2863696,2940302
2019-04-07,2714577,2267014,2763961
2019-04-08,5426926,4131839,6616286
2019-04-09,5801157,4437689,6016884
2019-04-10,5865261,4475630,6076890
2019-04-11,5873033,4493347,6393388
2019-04-12,5713418,4398256,5891050
2019-04-13,3486961,2831760,2931739
2019-04-14,2665301,2225437,2711279
2019-04-15,5435215,4159855,5656156
2019-04-16,5866605,4484812,6711233
2019-04-17,5969223,4585261,6179382
2019-04-18,5874432,4507741,6078502
2019-04-19,4830832,3825686,5016597
2019-04-20,3087750,2584739,2529442
2019-04-21,2479577,2075807,2543613
2019-04-22,4893499,3807823,5098861
2019-04-23,5395338,4195434,5623962
2019-04-24,5451755,4262482,5655701
2019-04-25,5518672,4306304,5728748
2019-04-26,5126143,4024094,5307171
2019-04-27,3364547,2761018,3273119
2019-04-28,2639605,2192266,3406639
2019-04-29,5458327,4145383,6054801
2019-04-30,5726293,4377649,6406022
2019-05-01,5859962,4482727,6066956
2019-05-02,5886693,4490534,6559128
