2019-05-03,5764293,4434867,5940777
2019-05-04,3453993,2822990,2866675
2019-05-05,2553917,2129839,2580417
2019-05-06,5480907,4161877,5890040
2019-05-07,5820459,4441275,6613421
2019-05-08,5871462,4498089,6078903
2019-05-09,5907553,4497988,6271678
2019-05-10,5639618,4331874,5804985
2019-05-11,3512970,2874948,2872839
2019-05-12,2280294,1931640,2375849
2019-05-13,5355199,4091665,5750732
2019-05-14,5795190,4459187,6006055
2019-05-15,5899012,4525917,7201475
2019-05-16,5962771,4579937,6389261
2019-05-17,5802600,4481086,6261387
2019-05-18,3555295,2925890,3021033
2019-05-19,2808202,2329426,2862137
2019-05-20,5497025,4238965,5712578
2019-05-21,5870380,4541074,5992489
2019-05-22,5960055,4602513,5980164
2019-05-23,5783108,4476902,5804530
2019-05-24,5473358,4269686,6199310
2019-05-25,3184279,2651705,2684961
2019-05-26,2676941,2266671,2742128
2019-05-27,2645108,2169486,2702336
2019-05-28,5378675,4170848,5921824
2019-05-29,5773125,4476019,5977009
2019-05-30,5773742,4472414,5971681
2019-05-31,5719404,4453678,5867595
2019-06-01,3354851,2789753,2786937
2019-06-02,2696569,2284884,2740283
2019-06-03,5439404,4209070,5649643
2019-06-04,5517685,4316652,5722542
2019-06-05,5821607,4515622,6026310
2019-06-06,5711150,4441122,5914331
2019-06-07,5659830,4421998,6434089
2019-06-08,3503391,2894869,2862596
2019-06-09,2761525,2342849,2807350
2019-06-10,5263602,4101231,5437715
2019-06-11,5673881,4410576,5853556
2019-06-12,5934524,4597625,6143192
2019-06-13,5787894,4496733,6829820
2019-06-14,5696508,4436499,5866004
2019-06-15,3408852,2826214,2821283
2019-06-16,2528635,2147115,2568105
2019-06-17,5351189,4143596,5571801
2019-06-18,5653263,4399390,5861447
2019-06-19,5758405,4481088,5957320
2019-06-20,5721763,4447238,5926592
2019-06-21,5575193,4360448,5750826
2019-06-22,3445367,2843577,2888638
2019-06-23,2792880,2361084,2846638
2019-06-24,5350906,4174474,5581673
2019-06-25,5547131,4321171,5775365
2019-06-26,5839618,4581636,6067226
2019-06-27,5704662,4479061,5895544
2019-06-28,5522858,4347507,5706051
2019-06-29,3363023,2797607,3256962
2019-06-30,3103061,2568026,3185526
2019-07-01,5230207,4149257,5458085
2019-07-02,5365511,4242146,5576597
2019-07-03,5296167,4185640,5488145
2019-07-04,2791425,2282659,3361484
2019-07-05,3986353,3328932,4200301
2019-07-06,2731102,2327236,2302214
2019-07-07,2404126,2037641,2475853
2019-07-08,5076312,3996618,5300671
2019-07-09,5462243,4308540,5691036
2019-07-10,5617699,4437449,5868024
2019-07-11,5610149,4430388,5835657
2019-07-12,5347088,4230749,5531776
2019-07-13,3267235,2720895,2731751
2019-07-14,2517786,2160280,2578736
2019-07-15,5202532,4113427,5441536
2019-07-16,5556674,4387570,5798740
2019-07-17,5574660,4395898,5797751
2019-07-18,5413470,4292186,5637973
2019-07-19,5200927,4140971,5406581
2019-07-20,2912470,2483298,2325067
2019-07-21,2302083,1983516,2348413
2019-07-22,5034258,4007018,5270334
2019-07-23,5211412,4153672,5445156
2019-07-24,5555839,4413280,5787888
2019-07-25,5601449,4470970,6775378
2019-07-26,5331081,4265127,5530844
2019-07-27,3244490,2758635,2698639
2019-07-28,2590781,2232133,2775696
2019-07-29,5072021,4023035,5308054
2019-07-30,5398545,4322240,5627459
2019-07-31,5441322,4348016,5662019
2019-08-01,5440324,4342371,6060692
2019-08-02,5239167,4206359,5875527
2019-08-03,3203073,2681994,3040750
2019-08-04,2598901,2221993,2647716
2019-08-05,5080695,4052444,5317947
2019-08-06,5347285,4269612,5573788
2019-08-07,5392956,4323086,5607694
2019-08-08,5381122,4282430,5601227
2019-08-09,5223775,4210069,5408142
2019-08-10,3151048,2679452,2754501
2019-08-11,2622693,2291396,2689120
2019-08-12,4964809,3981128,5289073
2019-08-13,5201417,4186527,5409510
2019-08-14,5280783,4227199,5471142
2019-08-15,5328029,4256019,6126954
2019-08-16,5085964,4077910,5264001
2019-08-17,3016768,2548012,2690525
2019-08-18,2437441,2088836,3023072
2019-08-19,4745508,3800213,4971270
2019-08-20,5102670,4081820,5786176
2019-08-21,5120293,4101876,6165285
2019-08-22,5088531,4074116,5302034
2019-08-23,4876325,3927415,5045794
2019-08-24,3116581,2633615,3488113
2019-08-25,2480677,2127701,2545218
2019-08-26,4815274,3838948,5029782
2019-08-27,5216369,4155648,5437461
2019-08-28,5269740,4214611,5479713
2019-08-29,5287443,4196197,5528832
2019-08-30,4959219,3975254,5109696
2019-08-31,3079184,2601592,2591019
2019-09-01,2595220,2224749,2761534
2019-09-02,2344873,1992341,2388754
2019-09-03,5184433,4121325,5422738
2019-09-04,5550633,4431552,5769264
2019-09-05,5786757,4552936,5999663
2019-09-06,5697306,4506380,5892265
2019-09-07,3318360,2766897,2858917
2019-09-08,2697883,2290449,3205860
2019-09-09,5577038,4351916,5817832
2019-09-10,5906599,4594383,6128973
2019-09-11,5972485,4655337,6197334
2019-09-12,5996740,4668602,6217922
2019-09-13,5875082,4608596,6072583
2019-09-14,3311865,2799704,2785261
2019-09-15,2705368,2304058,2765433
2019-09-16,5585545,4350769,5946144
2019-09-17,5932934,4621779,6754002
2019-09-18,6049027,4698663,6348404
2019-09-19,6057411,4719099,6292967
2019-09-20,6004139,4730344,6199990
2019-09-21,3485830,2931136,2964680
2019-09-22,2782401,2370646,2839125
2019-09-23,5640741,4398977,5871244
2019-09-24,6010782,4700831,6237204
2019-09-25,6087870,4751437,6312918
2019-09-26,6112998,4771701,6344595
2019-09-27,5913720,4635133,6115407
2019-09-28,3375958,2882510,2864331
2019-09-29,2701947,2327412,2763808
2019-09-30,4765689,3822986,4999365
2019-10-01,5184295,4122915,5414099
2019-10-02,5964545,4663128,6190176
2019-10-03,6037298,4709894,6267423
2019-10-04,6014632,4699416,6215560
2019-10-05,3489660,2945682,3236066
2019-10-06,2716213,2344492,2755182
2019-10-07,5632284,4390125,5847307
2019-10-08,5773813,4549836,5988704
2019-10-09,4966727,3988443,5154704
2019-10-10,6000927,4680286,6227273
2019-10-11,5922899,4659315,6111806
2019-10-12,3410364,2896901,2918051
2019-10-13,2800398,2449299,2853395
2019-10-14,4233281,3477600,4412627
2019-10-15,5805769,4556302,6036725
2019-10-16,5936800,4692909,6119631
2019-10-17,6052959,4735500,6301386
2019-10-18,6014260,4731039,6580707
2019-10-19,3559025,2956217,3009820
2019-10-20,2644181,2246624,2683258
2019-10-21,5524104,4287052,5760506
2019-10-22,5837034,4576627,6079880
2019-10-23,6057656,4733194,6291373
2019-10-24,6156327,4809216,6382560
2019-10-25,5950861,4685810,6142993
2019-10-26,3499705,2925004,2978250
2019-10-27,2395157,2069160,2427404
2019-10-28,5625528,4376322,6278788
2019-10-29,5996810,4686332,6230765
2019-10-30,6053768,4744561,6267110
2019-10-31,5844179,4602108,6045085
2019-11-01,5995342,4750398,6201157
2019-11-02,3510995,2922119,2993347
2019-11-03,2969805,2474546,3231996
2019-11-04,5592801,4310962,6002760
2019-11-05,5553833,4390585,5786238
2019-11-06,6020532,4694197,6278877
2019-11-07,6064701,4722603,6279268
2019-11-08,5906208,4640568,6068926
2019-11-09,3458104,2895594,3019392
2019-11-10,2715262,2318038,2681927
2019-11-11,4646864,3683635,4953995
2019-11-12,5768866,4495857,6029537
2019-11-13,5834843,4533000,6062526
2019-11-14,5897139,4587075,6653016
2019-11-15,5845438,4569906,6307338
2019-11-16,3580083,3035069,3483515
2019-11-17,2657601,2285447,2595446
2019-11-18,5380419,4142362,5777287
2019-11-19,5859438,4565238,6132152
2019-11-20,5975010,4656515,6208084
2019-11-21,6003565,4667198,6249294
2019-11-22,5885621,4626620,6122842
2019-11-23,3413393,2901450,2970300
2019-11-24,2475802,2170218,2622587
2019-11-25,5450231,4229849,5867874
2019-11-26,5857703,4573985,6079285
2019-11-27,5464957,4330794,5567912
2019-11-28,2406981,2100241,2287654
2019-11-29,3315019,2754553,3533269
2019-11-30,2909476,2489411,2663054
2019-12-01,2289521,1992940,2195114
2019-12-02,5046649,3924330,5397098
2019-12-03,5724735,4455761,35551543
2019-12-04,5974989,4672895,6884032
2019-12-05,6087071,4758503,6304512
2019-12-06,5999373,4698419,8227994
2019-12-28,3217603,2772320,3082870
2019-12-29,2713548,2380748,4106314
